Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2019;ford-fiesta-2019-Benzin;ford;fiesta;1.0 EcoBoost (140 HK ) Hatchback, 5-dørs FWD M6;Small;BenzinSmall;3754;0.001387252;1229747573,00;9.820.875.372;1675;Benzin;73.5;115.625;10.344.016;7.051.169.727;0.513675214;12.02
2019;volkswagen-golf-2019-Diesel;volkswagen;golf;2.0 TDI 150 Variant DSG7;Small;DieselSmall;3754;0.001387252;2562281553,00;1.705.246.081;1970;Diesel;85;1.361.764.706;1.242.707.858;7.856.464.706;0.397761194;12.02
2019;volkswagen-passat-2019-Benzin;volkswagen;passat;1.5 TSI 150  Variant DSG7;Large;BenzinLarge;3660;0.001352515;3287553398,00;1.161.661.326;2060;Benzin;110;171.12;12.919.068;87.291;0.601;12.02
2019;peugeot-208-2019-Diesel;peugeot;208;BlueHDi 100 5D;Small;DieselSmall;3442;0.001271955;1271932039,00;2.353.311.706;1655;Diesel;75;91;10.136.196;6.932.035.714;0.32012012;10.66
2019;audi-a3-2019-Benzin;audi;a3;35 TFSI 150 hk 2-dørs S tronic;Large;BenzinLarge;3342;0.001235001;2640048544,00;2.947.809.263;1855;Benzin;140;1.340.555.556;11.032.307;7.750.121.296;0.566981132;12.02
2019;mazda-3-2019-Benzin;mazda;3;2.0 SKYACTIV-G 121 HK Aut.;Large;BenzinLarge;3243;0.001198417;2437097087,00;9.696.439.514;1957;Benzin;90;127.6;1.156.032;8.110.285.714;0.601;10.66
2019;toyota-corolla-2019-Benzin;toyota;corolla;1.8 Hybrid (122 hk) Hatchback aut. Gear;Large;BenzinLarge;3128;0.00115592;2417592233,00;2.366.787.492;1955;Benzin;112;1.378.181.818;1.173.979.636;8.152.636.364;0.426241135;12.02
2019;peugeot-108-2019-Benzin;peugeot;108;e-VTi 72 5D;Small;BenzinSmall;2704;0.000999235;9321456311,00;1.732.171.766;1240;Benzin;53;72;8.230.896;56.376;0.404713805;12.02
2019;nissan-qashqai-2019-Diesel;nissan;qashqai;dCi 115 6 M/T;Small;DieselSmall;2685;0.000992214;2251262136,00;2.054.254.375;1955;Diesel;85;1.305.128.205;12.633.981;79.459;0.368858131;12.02
2019;fiat-500-2019-Benzin;fiat;500;1.2 69;Small;BenzinSmall;2650;0.00097928;1223427184,00;7.118.147.701;1360;Benzin;51;759.047.619;8.670.459;58.191;0.556481481;12.02
2019;toyota-rav4-2019-Benzin;toyota;rav4;2.0 Benzin (175 hk) 4X2 aut. gear;Large;BenzinLarge;2630;0.000971889;3358436893,00;199.310.694;2225;Benzin;131;2.122.380.952;1.445.964;8.556;0.4808;10.66
2019;opel-astra-2019-Benzin;opel;astra;1,4 Turbo 150HK 5-dørs;Small;BenzinSmall;2614;0.000965976;1932135922,00;1.085.280.871;1780;Benzin;110;1.167.142.857;1.284.557;8.299.773.469;0.513675214;12.02
2019;opel-corsa-2019-Benzin;opel;corsa;1,4 90HK 5-dørs;Small;BenzinSmall;2478;0.000915719;1369019417,00;284.225.882;1630;Benzin;66;90;104.118;7.035;0.589215686;12.02
2019;skoda-citigo-2019-Benzin;skoda;citigo;1.0 MPI 60;Small;BenzinSmall;2438;0.000900938;8350679612,00;1.529.741.507;1330;Benzin;44;60;869.352;5.874;0.458778626;12.02
2019;volkswagen-touran-2019-Diesel;volkswagen;touran;2.0 TDI SCR 190 DSG7;Large;DieselLarge;2374;0.000877287;2596300971,00;1.095.469.951;2300;Diesel;110;137.745.098;13.761.234;8.297.704.729;0.406870229;12.02
2019;renault-captur-2019-Benzin;renault;captur;TCe 90;Small;BenzinSmall;2358;0.000871374;1892456311,00;7.672.472.615;1659;Benzin;66;9.157.894.737;11.513.752;7.380.027.778;0.589215686;12.02
2019;volkswagen-tiguan-2019-Benzin;volkswagen;tiguan;1.5 TSI 150HK DSG7;Large;BenzinLarge;2324;0.00085881;4544757282,00;2.383.462.606;2100;Benzin;110;152.4;13.466.408;82.616;0.632631579;10.66
2019;hyundai-i10-2019-Benzin;hyundai;i10;1.0 (hatchback);Small;BenzinSmall;2198;0.000812248;107784466,00;1.644.745.911;1324;Benzin;49.3;6.922.222.222;91.383;60.922;0.513675214;12.02
2019;seat-leon-2019-Benzin;seat;leon;1.5 TSI ACT 150 Stationcar;Large;BenzinLarge;2143;0.000791923;2093601942,00;4.080.350.208;1860;Benzin;110;1.459.649.123;1.192.464;8.168.607.018;0.566981132;12.02
2019;volkswagen-touran-2019-Benzin;volkswagen;touran;1.5 TSI 150 DSG7;Large;BenzinLarge;2083;0.000769751;2596300971,00;8.382.460.692;2240;Benzin;110;137.745.098;13.761.234;8.297.704.729;0.601;12.02
2019;suzuki-swift-2019-Benzin;suzuki;swift;1,2 Dualjet Hybrid 5-dørs;Small;BenzinSmall;2067;0.000763838;1330194175,00;1.832.943.725;1365;Benzin;66;1.010.434.783;100.224;6.690.757.895;0.50292887;12.02
2019;volkswagen-passat-2019-Diesel;volkswagen;passat;1.6 TDI SCR 120  DSG7;Large;DieselLarge;2048;0.000756817;3287553398,00;2.335.162.606;2180;Diesel;110;171.12;12.919.068;87.291;0.4264;12.02
2019;hyundai-i20-2019-Benzin;hyundai;i20;1.25 5 dørs Hatchback;Small;BenzinSmall;1964;0.000725776;1252601942,00;1.081.077.118;1600;Benzin;73.6;100;10.274.124;6.517.866.667;0.546363636;12.02
2019;skoda-octavia-2019-Diesel;skoda;octavia;1.6 TDI 115 COMBI DSG7;Small;DieselSmall;1932;0.00071395;2048737864,00;2.996.109.263;1939;Diesel;110;1.396.721.311;12.425.469;8.453.293.443;0.387636364;10.66
2019;peugeot-3008-2019-Diesel;peugeot;3008;BlueHDi 130 SUV;Small;DieselSmall;1926;0.000711733;2767087379,00;9.712.999.045;1990;Diesel;96;1.344.705.882;1.326.456;8.188;0.387636364;12.02
2019;peugeot-308-2019-Diesel;peugeot;308;BlueHDi 130  SW;Small;DieselSmall;1912;0.00070656;2000097087,00;189.261.868;1890;Diesel;96;130;12.549.978;8.134.336.088;0.387636364;10.66
2019;audi-a4-2019-Benzin;audi;a4;40 TFSI Avant S tronic;Large;BenzinLarge;1880;0.000694734;4473184466,00;2.115.282.249;2115;Benzin;140;1.882.608.696;12.471.888;87.216;0.646236559;10.66
2019;audi-a6-2019-Diesel;audi;a6;50 TDI 286 HK 5-dørs Quattro Tiptronic;Large;DieselLarge;1876;0.000693256;5670126214,00;1.551.801.326;2330;Diesel;150;228.56;13.911.534;93.366;0.455555556;10.66
2019;kia-niro-2019-Benzin;kia;niro;1.6 GDI Plug-in Hybrid 5 dørs DCT 6;Large;BenzinLarge;1863;0.000688452;250976699,00;4.004.805.148;2000;Benzin;77.2;141;12.153.064;78.916;0.271945701;12.02
2019;kia-picanto-2019-Benzin;kia;picanto;1.0 5-dørs Man. 5;Small;BenzinSmall;1715;0.00063376;1126368932,00;5.098.495.945;1405;Benzin;49.3;73;85.824;5.76;0.50292887;10.66
2019;audi-q3-2019-Benzin;audi;q3;35 TFSI 150 hk 5-dørs S tronic;Large;BenzinLarge;1633;0.000603458;3975485437,00;2.070.593.789;2025;Benzin;110;150;1.317.792;829.696;0.632631579;12.02
2019;suzuki-baleno-2019-Benzin;suzuki;baleno;1,2 Dualjet 5-dørs;Small;BenzinSmall;1594;0.000589046;1320475728,00;9.507.931.479;1405;Benzin;66;9.183.333.333;10.22;7;0.513675214;12.02
2019;mazda-2-2019-Benzin;mazda;2;1,5 SKYACTIV-G Hatchback Man.;Small;BenzinSmall;1521;0.00056207;142715534,00;3.565.049.484;1510;Benzin;66;9.192.307.692;10.353;6.902;0.536607143;12.02
2019;seat-ibiza-2019-Benzin;seat;ibiza;1.0 TSI 95;Small;BenzinSmall;1520;0.0005617;1383601942,00;1.073.411.061;1590;Benzin;85;1.088.461.538;10.334.324;72.268;0.536607143;12.02
2019;suzuki-ignis-2019-Benzin;suzuki;ignis;1,2 Dualjet 5-dørs;Small;BenzinSmall;1487;0.000549505;1194281553,00;1.026.184.755;1330;Benzin;66;60;100.048;6.253;0.46953125;12.02
2019;kia-ceed-2019-Benzin;kia;ceed;1.4  Stationcar DCT 7;Large;BenzinLarge;1433;0.00052955;2000174757,00;1.220.604.625;1880;Benzin;103;137.375;121.716;81.297;0.632631579;12.02
2019;peugeot-2008-2019-Benzin;peugeot;2008;PureTech 110 Crossover EAT6;Small;BenzinSmall;1423;0.000525855;1786514563,00;9.714.672.032;1665;Benzin;96;1.133.333.333;11.291.904;72.384;0.556481481;12.02
2019;seat-arona-2019-Benzin;seat;arona;1.0 TSI 115 DSG7;Small;BenzinSmall;1411;0.00052142;1871359223,00;1.684.322.582;1655;Benzin;85;1.076.315.789;11.348.568;73.692;0.546363636;12.02
2019;peugeot-2008-2019-Diesel;peugeot;2008;BlueHDi 100 Crossover;Small;DieselSmall;1407;0.000519942;1786514563,00;1.346.589.721;1700;Diesel;75;1.133.333.333;11.364.288;72.384;0.339490446;12.02
2019;volvo-v90-2019-Diesel;volvo;v90;D4 Aut.;Large;DieselLarge;1386;0.000512182;5883543689,00;1.641.990.558;2310;Diesel;140;2.011.111.111;13.818.168;93.366;0.465502183;12.02
2019;ford-mondeo-2019-Diesel;ford;mondeo;2.0 EcoBlue (190 HK) Stationcar FWD A8;Large;DieselLarge;1380;0.000509965;2822456311,00;1.371.289.721;2320;Diesel;140;1.706.315.789;1.351.425;90.095;0.493518519;10.66
2019;hyundai-kona-2019-Benzin;hyundai;kona;1.6 MPV DCT;Small;BenzinSmall;1367;0.000505161;2194330097,00;5.510.082.547;1775;Benzin;88.3;1.782.272.727;116.343;7.432.556.612;0.577884615;10.66
2019;audi-q2-2019-Benzin;audi;q2;30 TFSI 116 HK 5-dørs;Large;BenzinLarge;1287;0.000475597;2793291262,00;2.705.402.297;1880;Benzin;85;1.257.142.857;11.325.151;75.001;0.577884615;10.66
2019;ford-focus-2019-Diesel;ford;focus;1.5 EcoBlue (120 HK ) Stationcar FWD A8;Small;DieselSmall;1253;0.000463033;182138835,00;1.675.903.264;1955;Diesel;88;1.299.402.985;12.648.228;8.323.768.657;0.358922559;12.02
2019;skoda-superb-2019-Benzin;skoda;superb;1.5 TSI ACT 150 COMBI;Large;BenzinLarge;1250;0.000461924;3501184466,00;250.218.931;2088;Benzin;110;154;13.378.608;904.053;0.613265306;12.02
2019;suzuki-vitara-2019-Benzin;suzuki;vitara;1,4 Boosterjet 5-dørs;Small;BenzinSmall;1229;0.000454164;1883572816,00;1.732.246.081;1730;Benzin;103;140;1.187.616;7.423.174.194;0.577884615;10.66
2019;audi-a4-2019-Diesel;audi;a4;40 TDI 190 HK 5-dørs S tronic;Large;DieselLarge;1198;0.000442708;4473184466,00;3.145.967.818;2160;Diesel;140;1.882.608.696;12.471.888;87.216;0.4264;12.02
2019;mini-cooper-2019-Benzin;mini;cooper;1,5 Cabriolet Steptronic;Small;BenzinSmall;1191;0.000440122;2633932039,00;1.519.890.491;1695;Benzin;100;136;9.318.126;6.658.927.273;0.601;12.02
2019;peugeot-3008-2019-Benzin;peugeot;3008;PureTech 180 SUV EAT8;Large;BenzinLarge;1173;0.00043347;2767087379,00;4.034.805.148;1910;Benzin;96;1.344.705.882;1.326.456;8.188;0.566981132;10.66
2019;peugeot-5008-2019-Diesel;peugeot;5008;BlueHDi 130 SUV EAT8;Large;DieselLarge;1130;0.00041758;302923301,00;2.446.959.538;2200;Diesel;96;1.378.333.333;1.462.296;88.624;0.387636364;12.02
2019;volvo-xc60-2019-Diesel;volvo;xc60;D4 aut.;Large;DieselLarge;1106;0.000408711;6506825243,00;2.066.982.249;2390;Diesel;147;2.376.486.486;1.479.226;8.911;0.475892857;12.02
2019;audi-a5-2019-Benzin;audi;a5;40 TFSI 190 hk 5-dørs;Large;BenzinLarge;1105;0.000408341;5797815534,00;2.307.871.469;2055;Benzin;140;190;12.097.448;86.715;0.646236559;10.66
2019;kia-optima-2019-Benzin;kia;optima;2.0 Plug-in Hybrid Stationcar Aut. 6;Large;BenzinLarge;1075;0.000397255;3165203883,00;6.108.125.592;2270;Benzin;113.4;205;13.288.212;90.396;0.311398964;10.66
2019;skoda-karoq-2019-Benzin;skoda;karoq;1.0 TSI 115 DSG7;Large;BenzinLarge;992;0.000366583;2728330097,00;5.175.219.355;1900;Benzin;110;123.75;1.289.472;80.592;0.577884615;12.02
2019;volkswagen-arteon-2019-Benzin;volkswagen;arteon;1.5 TSI 150 DSG7;Large;BenzinLarge;984;0.000363627;471538835,00;2.606.458.196;2080;Benzin;140;1.681.818.182;12.996.126;90.882;0.656830601;12.02
2019;renault-captur-2019-Diesel;renault;captur;dCi 90;Small;DieselSmall;978;0.00036141;1892456311,00;2.444.791.086;1747;Diesel;66;9.166.666.667;11.513.752;7.380.027.778;0.406870229;12.02
2019;peugeot-508-2019-Diesel;peugeot;508;BlueHDi 130 SW EAT8;Small;DieselSmall;939;0.000346998;3165145631,00;4.231.577.964;2043;Diesel;120;1.597.692.308;12.624.936;8.867.192.308;0.348366013;12.02
2019;renault-kadjar-2019-Benzin;renault;kadjar;TCe 140 EDC;Large;BenzinLarge;925;0.000341824;2795135922,00;1.693.045.911;1889;Benzin;103;1.304.166.667;13.301.176;82.616;0.646236559;10.66
2019;renault-megane-2019-Diesel;renault;megane;1.5 dCi 115 Sport Tourer EDC;Small;DieselSmall;913;0.00033739;2494165049,00;2.384.121.715;1989;Diesel;85;137.2;1.205.506.986;831.384.128;0.397761194;10.66
2019;renault-megane-2019-Benzin;renault;megane;1.3 TCe 140 Sport Tourer;Large;BenzinLarge;909;0.000335911;2494165049,00;2.431.305.244;1881;Benzin;103;137.2;1.205.506.986;831.384.128;0.601;12.02
2019;mazda-6-2019-Benzin;mazda;6;2,0 SKYACTIV-G 165 hk Stationcar aut.;Large;BenzinLarge;901;0.000332955;3038990291,00;2.205.152.696;2095;Benzin;143;1.727.083.333;1.307.136;8.855.766.667;0.732926829;10.66
2019;peugeot-308-2019-Benzin;peugeot;308;PureTech 130 SW;Small;BenzinSmall;889;0.000328521;2000097087,00;2.156.852.696;1830;Benzin;96;130;11.169;8.134.336.088;0.536607143;12.02
2019;bmw-x2-2019-Benzin;bmw;x2;20i SUV sDrive Steptronic;Large;BenzinLarge;887;0.000327782;4462669903,00;2.206.446.875;2005;Benzin;103;149;12.140.856;79.352;0.613265306;12.02
2019;bmw-x1-2019-Benzin;bmw;x1;18i SUV sDrive Steptronic;Large;BenzinLarge;1619;0.000598285;386561165,00;1.501.201.326;2025;Benzin;103;191.2;1.292.928;80.808;0.589215686;12.02
2019;volvo-v60-2019-Benzin;volvo;v60;T8 Twin Engine Aut.;Large;BenzinLarge;832;0.000307457;4922330097,00;395.926.668;2230;Benzin;184;1.996.296.296;1.259.258;8.806;0.755974843;12.02
2019;volvo-xc40-2019-Diesel;volvo;xc40;D3 Aut.;Large;DieselLarge;823;0.000304131;4213621359,00;3.418.269.047;2180;Diesel;140;1.749.565.217;13.678.068;82.398;0.484545455;12.02
2019;kia-sportage-2019-Diesel;kia;sportage;1.6 CRDI 5-dørs 7DCT 7;Large;DieselLarge;812;0.000300066;2910864078,00;4.624.841.044;2120;Diesel;100;1.407.647.059;1.377.981;83.514;0.475892857;12.02
2019;audi-a3-2019-Diesel;audi;a3;30 TDI 116 HK 5-dørs;Small;DieselSmall;809;0.000298958;2640048544,00;3.994.978.344;1900;Diesel;110;1.340.555.556;11.032.307;7.750.121.296;0.378014184;10.66
2019;volkswagen-polo-2019-Diesel;volkswagen;polo;1,6 TDI 95 DSG7;Small;DieselSmall;782;0.00028898;1526359223,00;2.487.144.893;1740;Diesel;70;115;10.276.875;7.092.857.143;0.378014184;10.66
2019;suzuki-celerio-2019-Benzin;suzuki;celerio;1,0 Dualjet 5-dørs;Small;BenzinSmall;776;0.000286763;1077757282,00;2.391.487.492;1260;Benzin;50;68;88.128;5.76;0.426241135;10.66
2019;audi-a6-2019-Benzin;audi;a6;45 TFSI 245 HK 5-dørs S tronic;Large;BenzinLarge;776;0.000286763;5670126214,00;1.411.589.284;2400;Benzin;180;228.56;13.911.534;93.366;0.732926829;10.66
2019;renault-kadjar-2019-Diesel;renault;kadjar;dCi 115 EDC;Small;DieselSmall;764;0.000282328;2795135922,00;8.795.511.104;1994;Diesel;85;1.304.166.667;13.301.176;82.616;0.406870229;12.02
2019;volvo-xc40-2019-Benzin;volvo;xc40;T3 Aut.;Large;BenzinLarge;740;0.000273459;4213621359,00;5.098.995.945;2160;Benzin;140;1.749.565.217;1.359.567;82.398;0.719760479;12.02
2019;dacia-sandero-2019-Benzin;dacia;sandero;0.9 TCe 90;Small;BenzinSmall;730;0.000269764;112623301,00;2.461.305.244;1546;Benzin;66;9.166.666.667;10.676.176;7.14;0.601;10.66
2019;skoda-kodiaq-2019-Diesel;skoda;kodiaq;2.0 TDI 150 DSG7;Large;DieselLarge;728;0.000269025;3699213592,00;3.952.778.344;2294;Diesel;110;150;1.475.612;8.836;0.484545455;12.02
2019;seat-ateca-2019-Benzin;seat;ateca;1.5 TSI 150 SUV DSG7;Large;BenzinLarge;697;0.000257569;2828708738,00;1.099.347.493;1920;Benzin;110;1.438.235.294;1.256.864;78.554;0.622797927;12.02
2019;kia-rio-2019-Benzin;kia;rio;1.0 5-dørs DCT 7;Small;BenzinSmall;666;0.000246113;1728330097,00;3.380.741.898;1600;Benzin;88.3;100;10.209.595;70.411;0.546363636;10.66
2019;renault-scenic-2019-Diesel;renault;scenic;1.7 dCi 120 EDC;Large;DieselLarge;666;0.000246113;2767990291,00;2.482.854.835;2396;Diesel;88;140;13.607.055;82.467;0.455555556;12.02
2019;mitsubishi-outlander-2019-Benzin;mitsubishi;outlander;2.4PHEV 4WD;Large;BenzinLarge;661;0.000244266;287400,00;1.444.227.243;2390;Benzin;99;150;1.454.697;8.475.666.667;0.374454829;12.02
2019;bmw-x1-2019-Diesel;bmw;x1;18d SUV sDrive Steptronic;Large;DieselLarge;660;0.000243896;386561165,00;2.444.301.937;2205;Diesel;140;191.2;1.292.928;80.808;0.465502183;10.66
2019;kia-stonic-2019-Benzin;kia;stonic;1.0 5-dørs Man. 5;Small;BenzinSmall;651;0.00024057;1854553398,00;235.630.515;1640;Benzin;73.6;105;109.296;72.864;0.577884615;12.02
2019;opel-astra-2019-Diesel;opel;astra;1,6CDTi 136HK Sports Tourer;Small;DieselSmall;637;0.000235397;1932135922,00;3.472.669.047;1980;Diesel;100;151;1.284.557;8.299.773.469;0.436885246;10.66
2019;seat-mii-2019-Benzin;seat;mii;1.0 60;Small;BenzinSmall;634;0.000234288;9321359223,00;1.547.211.572;1330;Benzin;44;60;8.640.832;58.384;0.46953125;12.02
2019;skoda-superb-2019-Diesel;skoda;superb;2.0 TDI 150 COMBI DSG7;Large;DieselLarge;629;0.00023244;3501184466,00;1.586.441.507;2133;Diesel;110;154;13.378.608;904.053;0.4264;10.66
2019;volvo-xc60-2019-Benzin;volvo;xc60;T4 Aut;Large;BenzinLarge;626;0.000231332;6506825243,00;8.303.005.058;2370;Benzin;140;2.056.521.739;1.479.226;8.911;0.775483871;12.02
2019;renault-scenic-2019-Benzin;renault;scenic;1.3 TCe 140;Large;BenzinLarge;601;0.000222093;2767990291,00;3.175.967.818;2217;Benzin;103;140;13.607.055;82.467;0.667777778;10.66
2019;volvo-v40-2019-Benzin;volvo;v40;T3 Aut.;Large;BenzinLarge;598;0.000220985;2984475728,00;6.084.925.592;1975;Benzin;112;1.450.909.091;1.132.704;7.866;0.632631579;12.02
2019;volvo-v40-2019-Diesel;volvo;v40;D3 Aut.;Small;DieselSmall;582;0.000215072;2984475728,00;2.425.801.937;1920;Diesel;110;1.322.222.222;1.132.704;7.866;0.362585034;12.02
2019;skoda-kodiaq-2019-Benzin;skoda;kodiaq;1.5 TSI 150 DSG7;Large;BenzinLarge;577;0.000213224;3699213592,00;2.802.542.155;2189;Benzin;110;150;1.466.776;8.836;0.646236559;12.02
2019;hyundai-tucson-2019-Diesel;hyundai;tucson;1.6 MPV DCT;Large;DieselLarge;543;0.00020066;2679757282,00;2.808.942.155;2145;Diesel;100;150;1.375.808;8.288;0.455555556;10.66
2019;hyundai-ioniq-2019-Benzin;hyundai;ioniq;PHEV Hatchback  DCT;Large;BenzinLarge;527;0.000194747;2427135922,00;3.320.941.898;1970;Benzin;77.2;1.261.052.632;1.179.633;81.354;0.236614173;12.02
2019;audi-q3-2019-Diesel;audi;q3;35 TDI 150 hk 5-dørs S tronic;Large;DieselLarge;511;0.000188835;3975485437,00;2.093.501.098;2145;Diesel;110;150;1.317.792;829.696;0.455555556;10.66
2019;audi-q5-2019-Diesel;audi;q5;40 TDI 190 hk 5-dørs quattro S tronic;Large;DieselLarge;507;0.000187357;6770291262,00;1.835.389.165;2475;Diesel;140;203.75;14.620.284;88.074;0.533;12.02
2019;honda-civic-2019-Diesel;honda;civic;1.6 i-DTEC 5d 6MT;Small;DieselSmall;499;0.0001844;2087553398,00;3.601.149.484;1835;Diesel;88;1.624.166.667;118.854;8.214;0.339490446;10.66
2019;volvo-v90-2019-Benzin;volvo;v90;T8 Twin Engine Aut.;Large;BenzinLarge;492;0.000181813;5883543689,00;6.116.277.028;2620;Benzin;140;2.011.111.111;13.818.168;93.366;0.39669967;10.66
2019;ford-kuga-2019-Diesel;ford;kuga;2.0TDCi  (120 HK ) SUV FWD PS6;Large;DieselLarge;489;0.000180705;306615534,00;1.829.838.552;2100;Diesel;132;145.25;14.055.392;836.938.125;0.502830189;10.66
2019;hyundai-tucson-2019-Benzin;hyundai;tucson;1.6 MPV DCT;Large;BenzinLarge;475;0.000175531;2679757282,00;5.448.582.547;2140;Benzin;130;144.5;1.375.808;8.288;0.719760479;12.02
2019;nissan-micra-2019-Benzin;nissan;micra;IG-T 100 Hatchback, 5 dørs 2WD Xtronic;Small;BenzinSmall;442;0.000163336;1473300971,00;2.929.306.873;1550;Benzin;86;99;101.616;6.96;0.492622951;10.66
2019;seat-leon-2019-Diesel;seat;leon;1.6 TDI 115 Stationcar DSG7;Small;DieselSmall;435;0.00016075;2093601942,00;2.075.001.098;1890;Diesel;85;1.366.774.194;1.200.745;8.168.607.018;0.4264;12.02
2019;peugeot-5008-2019-Benzin;peugeot;5008;PureTech 130 SUV;Large;BenzinLarge;434;0.00016038;302923301,00;1.297.674.927;2170;Benzin;96;1.378.333.333;1.462.296;88.624;0.613265306;12.02
2019;hyundai-i30-2019-Benzin;hyundai;i30;1.0 5 dørs hatchback;Small;BenzinSmall;408;0.000150772;2000126214,00;1.881.243.725;1750;Benzin;88.3;1.238.636.364;1.140.552;794.551.157;0.667777778;10.66
2019;skoda-karoq-2019-Diesel;skoda;karoq;1.6 TDI 115 DSG7;Small;DieselSmall;407;0.000150403;2728330097,00;2.277.871.469;1995;Diesel;110;127.173.913;1.289.472;80.592;0.465502183;12.02
2019;honda-jazz-2019-Benzin;honda;jazz;1.3 i-VTEC CVT;Small;BenzinSmall;392;0.00014486;1485631068,00;1.566.499.434;1605;Benzin;75;1.051.111.111;10.420.371;6.814.455.556;0.556481481;12.02
2019;bmw-x2-2019-Diesel;bmw;x2;18d SUV sDrive Steptronic;Large;DieselLarge;389;0.000143751;4462669903,00;2.499.191.086;2190;Diesel;110;149;12.140.856;79.352;0.465502183;10.66
2019;ford-mondeo-2019-Benzin;ford;mondeo;1.5 EcoBoost (165 HK) Stationcar FWD A6;Large;BenzinLarge;384;0.000141903;2822456311,00;1.294.479.685;2260;Benzin;103;1.706.315.789;1.351.425;90.095;0.719760479;12.02
2019;audi-q2-2019-Diesel;audi;q2;30 TDI 116 HK 5-dørs S tronic;Small;DieselSmall;378;0.000139686;2793291262,00;399.536.668;1930;Diesel;85;1.257.142.857;11.325.151;75.001;0.455555556;10.66
2019;dacia-duster-2019-Diesel;dacia;duster;Blue dCi 115;Small;DieselSmall;378;0.000139686;1504864078,00;2.663.202.297;1848;Diesel;85;103.75;1.320.228;7.812;0.397761194;12.02
2019;volkswagen-arteon-2019-Diesel;volkswagen;arteon;2.0 TDI SCR 190 DSG7;Large;DieselLarge;357;0.000131926;471538835,00;255.658.931;2170;Diesel;140;1.768.695.652;12.996.126;90.882;0.436885246;10.66
2019;audi-a5-2019-Diesel;audi;a5;40 TDI 190 hk 5-dørs S tronic;Large;DieselLarge;349;0.000128969;5797815534,00;1.505.775.688;2125;Diesel;140;190;1.196.667;86.715;0.436885246;10.66
2019;dacia-duster-2019-Benzin;dacia;duster;TCe 150;Small;BenzinSmall;321;0.000118622;1504864078,00;4.267.677.964;1762;Benzin;92;103.75;1.320.228;7.812;0.667777778;10.66
2019;ford-ecosport-2019-Benzin;ford;ecosport;1.0 EcoBoost (140 HK ) 5-dørs FWD M6;Small;BenzinSmall;299;0.000110492;198538835,00;5.211.319.355;1730;Benzin;92;140;1.197.405;7.257;0.577884615;10.66
2019;volkswagen-caravelle-2019-Diesel;volkswagen;caravelle;2.0 TDI 199 LANG 4Motion DSG;Large;DieselLarge;299;0.000110492;7821359223,00;1.493.375.688;3080;Diesel;110;190.5;200.393;10.07;0.65;12.02
2019;opel-insignia-2019-Benzin;opel;insignia;1,5T 165HK 5-dørs;Large;BenzinLarge;284;0.000104949;2873883495,00;1.858.225.181;2110;Benzin;121;1.670.769.231;139.221;9.217.015.385;0.667777778;12.02
2019;mazda-6-2019-Diesel;mazda;6;2.2 SKYACTIV-D 184 hk Stationcar aut.;Large;DieselLarge;278;0.000102732;3038990291,00;7.113.153.359;2218;Diesel;110;1.727.083.333;1.307.136;8.855.766.667;0.493518519;10.66
2019;honda-civic-2019-Benzin;honda;civic;1.0 VTEC TURBO 5d 6MT;Small;BenzinSmall;276;0.000101993;2087553398,00;2.298.057.211;1775;Benzin;134;162;1.163.448;8.214;0.52489083;12.02
2019;ford-kuga-2019-Benzin;ford;kuga;1.5 EcoBoost (150 HK ) SUV FWD M6;Large;BenzinLarge;275;0.000101623;306615534,00;2.229.646.875;2100;Benzin;110;145.25;14.086.488;836.938.125;0.785620915;10.66
2019;kia-ceed-2019-Diesel;kia;ceed;1.6 CRDI Stationcar Man. 6;Small;DieselSmall;274;1.01E-04;2000174757,00;1.802.838.552;1940;Diesel;100;137.375;121.716;81.297;0.406870229;12.02
2019;renault-talisman-2019-Diesel;renault;talisman;2.0 dCi 200 Sport Tourer EDC;Large;DieselLarge;274;1.01E-04;4144640777,00;2.924.306.873;2241;Diesel;147;1.733.333.333;13.387.143;91.069;0.484545455;12.02
2019;volkswagen-multivan-2019-Diesel;volkswagen;multivan;2.0 TDI 150 LANG DSG;Large;DieselLarge;256;9.46E-05;6653543689,00;1.714.322.582;3080;Diesel;110;169.6;200.393;9.614;0.678980892;10.66
2019;mazda-3-2019-Diesel;mazda;3;1.8 SKYACTIV-D 116 HK 5-dørs aut.;Small;DieselSmall;255;9.42E-05;2437097087,00;3.639.651.957;1969;Diesel;85;127.6;1.156.032;8.110.285.714;0.484545455;10.66
2019;audi-a1-2019-Benzin;audi;a1;30 TFSI 116 hk 5-dørs S tronic;Small;BenzinSmall;231;8.54E-05;2620728155,00;6.101.035.968;1680;Benzin;85;150;10.027.446;70.122;0.52489083;10.66
2019;bmw-x3-2019-Diesel;bmw;x3;20d SAV xDrive Steptronic;Large;DieselLarge;229;8.46E-05;1049381553,00;1.810.271.766;2420;Diesel;140;362;1.500.996.711;8.952.266.667;0.533;10.66
2019;ford-galaxy-2019-Diesel;ford;galaxy;2.0 EcoBlue (190 HK) MPV FWD A8;Large;DieselLarge;226;8.35E-05;4733475728,00;2.347.416.431;2605;Diesel;140;1.683.333.333;16.296;9.312;0.502830189;12.02
